defect_id,x_mm,y_mm,r_mm,area_px,area_mm2,equiv_diameter_mm,peak_height_nm,aspect_ratio,kind
3,-24.088541666666668,-72.52604166666667,76.42175449086342,18.0,24.71923828125,5.610125818145147,544.782583727097,1.0,particle
4,100.1953125,-53.5546875,113.60988161333199,10.0,13.73291015625,4.181540897233058,544.4524290327319,1.3333333333333333,particle
8,56.144831730769226,24.954927884615387,61.44095178138719,39.0,53.558349609375,8.257881609311633,-416.0473059241822,6.0,scratch
6,123.16406249999999,-1.5234374999999967,123.1734839700506,5.0,6.866455078125,2.956795924242375,384.6595181385185,1.5,particle
7,-94.85677083333333,20.89843750000001,97.13162030394079,9.0,12.359619140625,3.9669580093201615,271.6135142231741,1.0,particle
1,-16.210937499999993,-82.87760416666667,84.44816023475934,18.0,24.71923828125,5.610125818145147,-256.3006305652932,2.6666666666666665,scratch
5,-5.742187500000007,-50.27343750000001,50.600308648777656,10.0,13.73291015625,4.181540897233058,247.1520735944574,1.0,particle
2,-80.40364583333333,-72.20052083333334,108.06322904622415,9.0,12.359619140625,3.9669580093201615,236.18910312500262,1.3333333333333333,particle
